data;1THB;1USD;1AUD;1HKD;1CAD;1NZD;1SGD;1EUR;100HUF;1CHF;1GBP;1UAH;100JPY;1CZK;1DKK;100ISK;1NOK;1SEK
20120807;0.1037;3.2606;3.4472;0.4204;3.2636;2.6734;2.6263;4.0465;1.4605;3.3675;5.0906;0.4022;4.1581;0.1612;0.5437;2.7302;0.5492;0.4858
20120808;0.1049;3.304;3.4867;0.426;3.3136;2.6899;2.6565;4.0918;1.4725;3.4074;5.1508;0.4083;4.2186;0.1627;0.5496;2.7675;0.5592;0.4929
20120809;0.1045;3.2915;3.4798;0.4244;3.3109;2.6736;2.6429;4.0615;1.4652;3.3816;5.1509;0.4053;4.1925;0.1616;0.5457;2.7548;0.5569;0.4912
20120810;0.1054;3.3195;3.4919;0.4279;3.3428;2.6886;2.6639;4.0771;1.4661;3.3949;5.1786;0.4103;4.2287;0.1625;0.5478;2.7707;0.5618;0.4957
20120813;0.1056;3.3202;3.4998;0.4281;3.3468;2.6907;2.6646;4.0823;1.4643;3.3989;5.2017;0.4108;4.2477;0.1627;0.5485;2.7733;0.5596;0.4967
20120814;0.1053;3.3059;3.4785;0.4261;3.3299;2.6748;2.6534;4.0888;1.4652;3.4048;5.1869;0.4077;4.2098;0.163;0.5494;2.7672;0.5596;0.4952
20120816;0.1056;3.3253;3.4887;0.4287;3.3627;2.6855;2.658;4.082;1.4668;3.3998;5.2216;0.4105;4.2007;0.1639;0.5484;2.7694;0.5574;0.496
20120817;0.1044;3.2886;3.4367;0.424;3.332;2.6594;2.6268;4.068;1.4623;3.3868;5.1687;0.4063;4.1402;0.1636;0.5463;2.7527;0.5525;0.4895
20120820;0.1047;3.2944;3.4475;0.4247;3.3338;2.6679;2.6285;4.0684;1.4669;3.3871;5.1754;0.4065;4.1432;0.1633;0.5464;2.7536;0.5566;0.495
20120821;0.1044;3.279;3.4442;0.4227;3.3258;2.6675;2.6223;4.0683;1.4735;3.3874;5.1697;0.4045;4.129;0.1639;0.5464;2.7456;0.5553;0.4929
20120822;0.1042;3.2639;3.413;0.4209;3.296;2.6441;2.6108;4.0729;1.4725;3.3908;5.1608;0.4035;4.1159;0.1638;0.5469;2.7473;0.5546;0.4899
20120823;0.104;3.2488;3.4098;0.4189;3.2806;2.6545;2.6083;4.0756;1.4751;3.3939;5.1619;0.4011;4.1358;0.1636;0.5472;2.7353;0.5547;0.4892
20120824;0.1048;3.268;3.3994;0.4215;3.2912;2.6501;2.6142;4.1012;1.474;3.4147;5.1783;0.4032;4.1611;0.1644;0.5507;2.7278;0.5601;0.4964
20120827;0.1044;3.257;3.3831;0.4199;3.2884;2.6413;2.6032;4.0783;1.4691;3.3959;5.1523;0.4015;4.1385;0.1641;0.5476;2.6951;0.56;0.4947
20120828;0.1044;3.2685;3.3906;0.4213;3.301;2.6388;2.6079;4.095;1.4713;3.4091;5.1558;0.4032;4.1593;0.1648;0.5498;2.6932;0.5623;0.498
20120829;0.1055;3.3081;3.4258;0.4265;3.3439;2.6515;2.6386;4.154;1.4691;3.4592;5.2321;0.4077;4.2128;0.167;0.5576;2.7207;0.566;0.4971
20120830;0.1066;3.3397;3.4487;0.4306;3.3673;2.6742;2.6668;4.1919;1.473;3.4911;5.2828;0.4113;4.2473;0.1681;0.5626;2.7327;0.5738;0.5015
20120831;0.1064;3.3353;3.4415;0.4299;3.3626;2.6719;2.6686;4.1838;1.4757;3.4839;5.2756;0.4118;4.246;0.1684;0.5616;2.7283;0.5742;0.5016
20120903;0.1071;3.3398;3.4216;0.4306;3.386;2.6668;2.6776;4.1981;1.4724;3.4958;5.3046;0.4105;4.2622;0.1686;0.5634;2.7367;0.5759;0.5009
20120904;0.1068;3.3281;3.413;0.429;3.3785;2.6519;2.6714;4.1944;1.476;3.4926;5.2886;0.408;4.2434;0.1686;0.5629;2.7183;0.5743;0.4974
20120905;0.1078;3.3693;3.4295;0.4344;3.4091;2.6701;2.6956;4.2157;1.4784;3.5096;5.3424;0.4151;4.2984;0.1697;0.5659;2.733;0.5768;0.4986
20120906;0.1057;3.2955;3.375;0.4249;3.3315;2.625;2.6467;4.158;1.463;3.4508;5.2421;0.4063;4.2019;0.1681;0.558;2.6765;0.5657;0.4888
20120907;0.1044;3.2578;3.366;0.42;3.3194;2.6187;2.6262;4.1275;1.4342;3.4071;5.2033;0.4014;4.1277;0.1678;0.5539;2.6492;0.5592;0.485
20120910;0.1037;3.2189;3.329;0.415;3.2923;2.6084;2.6023;4.1141;1.4434;3.3971;5.1475;0.3977;4.1086;0.1678;0.5521;2.6322;0.5585;0.486
20120911;0.1033;3.2098;3.3301;0.4139;3.2981;2.6087;2.6061;4.1085;1.4438;3.4023;5.1421;0.3962;4.1091;0.1674;0.5513;2.6252;0.555;0.4838
20120912;0.1024;3.168;3.3223;0.4085;3.2567;2.6026;2.5783;4.0801;1.4474;3.3749;5.1033;0.3916;4.0681;0.1675;0.5474;2.6013;0.5497;0.4794
20120913;0.1028;3.1852;3.3251;0.4107;3.2603;2.6135;2.5898;4.1146;1.4487;3.3963;5.1317;0.3949;4.099;0.1681;0.552;2.6166;0.5542;0.482
20120914;0.1013;3.1131;3.2968;0.4016;3.2225;2.5993;2.5502;4.0584;1.4421;3.3379;5.0421;0.3841;4.0037;0.1664;0.5444;2.5678;0.5466;0.4725
20120917;0.1014;3.1207;3.2857;0.4026;3.21;2.5875;2.5512;4.0887;1.4454;3.3628;5.0637;0.3843;3.9814;0.1672;0.5484;2.5699;0.5472;0.4737
20120918;0.102;3.1509;3.2882;0.4064;3.2304;2.6041;2.5702;4.1217;1.4505;3.4012;5.1166;0.3871;4.0069;0.1667;0.553;2.589;0.5515;0.4791
20120919;0.1027;3.1631;3.3041;0.4081;3.2465;2.6168;2.5839;4.1217;1.453;3.4075;5.137;0.3871;4.0083;0.1655;0.553;2.5809;0.5531;0.4821
20120920;0.104;3.2092;3.3384;0.4142;3.2814;2.6447;2.6195;4.1635;1.4645;3.444;5.2018;0.3954;4.1056;0.1677;0.5585;2.6054;0.5604;0.4906
20120921;0.1029;3.1712;3.3323;0.409;3.2551;2.6398;2.5933;4.134;1.4663;3.4126;5.1678;0.3902;4.0533;0.1669;0.5545;2.5789;0.556;0.4864
20120924;0.104;3.218;3.347;0.4151;3.2834;2.646;2.6206;4.1528;1.4648;3.4356;5.2128;0.3936;4.125;0.1665;0.557;2.5947;0.5581;0.4881
20120925;0.1039;3.2136;3.3496;0.4144;3.2784;2.6496;2.6176;4.1475;1.4647;3.4301;5.2167;0.3949;4.1349;0.1662;0.5563;2.5914;0.5616;0.49
20120926;0.104;3.2187;3.3339;0.4151;3.2784;2.6403;2.6118;4.1415;1.4512;3.4251;5.2094;0.3951;4.1471;0.1661;0.5554;2.588;0.5607;0.488
20120927;0.1042;3.2236;3.3524;0.4158;3.2777;2.6635;2.6237;4.1518;1.4556;3.4342;5.2198;0.3973;4.1497;0.1667;0.5569;2.59;0.5601;0.4889
20120928;0.1036;3.178;3.3232;0.4105;3.2474;2.6504;2.5941;4.1138;1.4502;3.4008;5.1571;0.392;4.095;0.1634;0.5519;2.5663;0.5591;0.488
20121001;0.1035;3.1809;3.3037;0.4103;3.2399;2.645;2.59;4.102;1.4397;3.3925;5.1384;0.3906;4.0775;0.1636;0.5502;2.567;0.5566;0.4849
20121002;0.1037;3.1833;3.2811;0.4106;3.243;2.6434;2.5912;4.1115;1.4381;3.3982;5.1436;0.3905;4.0758;0.1637;0.5515;2.5761;0.5571;0.4827
20121003;0.1041;3.1896;3.2559;0.4113;3.2308;2.6175;2.5899;4.1202;1.4404;3.4044;5.1416;0.3914;4.078;0.1648;0.5526;2.5921;0.5574;0.4801
20121004;0.1036;3.1646;3.2303;0.4081;3.2083;2.5949;2.5733;4.0933;1.4319;3.3768;5.0997;0.3878;4.0302;0.1635;0.549;2.576;0.5514;0.475
20121005;0.1027;3.1353;3.2118;0.4044;3.1977;2.582;2.5535;4.0766;1.4418;3.3649;5.0726;0.3856;3.9971;0.164;0.5467;2.5655;0.5511;0.4743
20121008;0.1025;3.143;3.2002;0.4054;3.211;2.5699;2.554;4.077;1.4343;3.3679;5.0549;0.3873;4.0179;0.1634;0.5468;2.5763;0.5517;0.4738
20121009;0.1029;3.1501;3.2164;0.4063;3.2285;2.5837;2.562;4.0721;1.4346;3.3613;5.041;0.3858;4.0204;0.1635;0.5461;2.5756;0.5496;0.473
20121010;0.1033;3.1695;3.2449;0.4088;3.24;2.5941;2.5789;4.0788;1.4423;3.3683;5.0744;0.3898;4.0478;0.1634;0.5469;2.5774;0.5522;0.4747
20121011;0.1037;3.1819;3.2706;0.4105;3.2488;2.6031;2.5909;4.0987;1.4511;3.3942;5.0976;0.3917;4.0763;0.1642;0.5496;2.5867;0.5553;0.4739
20121012;0.1032;3.1577;3.2453;0.4074;3.2293;2.5881;2.585;4.0957;1.4542;3.3866;5.0714;0.3883;4.0251;0.1644;0.5491;2.5727;0.5546;0.4728
20121015;0.1029;3.1565;3.2318;0.4073;3.2264;2.5725;2.5842;4.092;1.4669;3.3835;5.0709;0.3891;4.0179;0.1642;0.5486;2.5671;0.5519;0.4717
20121016;0.1026;3.1438;3.2299;0.4056;3.2025;2.5641;2.5741;4.0889;1.4686;3.3822;5.0599;0.3859;3.9855;0.1641;0.5482;2.562;0.553;0.4735
20121017;0.1022;3.1261;3.223;0.4032;3.1682;2.5529;2.5661;4.094;1.4656;3.3839;5.0481;0.3827;3.9707;0.1653;0.5489;2.5532;0.5534;0.4738
20121018;0.1023;3.1314;3.2551;0.4041;3.2013;2.5719;2.5715;4.1034;1.4817;3.3928;5.0572;0.3839;3.9568;0.1659;0.5501;2.5582;0.5569;0.4785
20121019;0.1027;3.1499;3.2606;0.4063;3.1905;2.5792;2.5806;4.1103;1.4739;3.3996;5.0532;0.3858;3.97;0.1655;0.5511;2.5459;0.5583;0.4802
20121022;0.1026;3.147;3.2478;0.4067;3.1669;2.5743;2.5745;4.1056;1.4709;3.3921;5.0493;0.3855;3.9447;0.1652;0.5505;2.5304;0.556;0.4783
20121023;0.1031;3.1662;3.2624;0.4086;3.1832;2.5853;2.5914;4.1266;1.472;3.4114;5.0714;0.3872;3.97;0.1656;0.5533;2.5394;0.5565;0.4796
20121024;0.104;3.1996;3.2992;0.4128;3.2287;2.6017;2.6135;4.1374;1.472;3.4206;5.1098;0.3895;4.0105;0.1658;0.5547;2.5328;0.556;0.4779
20121025;0.104;3.1851;3.3098;0.411;3.2131;2.6237;2.6109;4.143;1.4822;3.424;5.1341;0.3894;3.972;0.1661;0.5554;2.5193;0.5557;0.4777
20121026;0.1046;3.2119;3.314;0.4144;3.2236;2.6307;2.6271;4.1543;1.4734;3.4336;5.1751;0.3925;4.0158;0.1666;0.5569;2.5223;0.5559;0.4779
20121029;0.1047;3.2145;3.3277;0.4146;3.216;2.6399;2.6311;4.1472;1.4652;3.431;5.1605;0.3937;4.0362;0.1661;0.556;2.5211;0.5563;0.4809
20121030;0.1044;3.2036;3.3238;0.4133;3.2005;2.634;2.6246;4.145;1.4564;3.4279;5.1433;0.3918;4.0337;0.1657;0.5557;2.5144;0.5562;0.4806
20121031;0.1038;3.1806;3.3044;0.4105;3.1889;2.6163;2.6078;4.135;1.458;3.4249;5.1265;0.3883;3.9878;0.1651;0.5543;2.503;0.5594;0.4815
20121102;0.1041;3.1965;3.3162;0.4125;3.2061;2.6427;2.6139;4.1169;1.4621;3.4109;5.1455;0.3903;3.9821;0.163;0.5519;2.5257;0.5602;0.4785
20121105;0.1047;3.2211;3.3321;0.4156;3.2319;2.6554;2.6277;4.1213;1.4605;3.4158;5.1462;0.393;4.0155;0.1634;0.5525;2.5307;0.5605;0.4803
20121106;0.1048;3.2223;3.3617;0.4158;3.2406;2.6644;2.634;4.1211;1.4583;3.4135;5.1478;0.3937;4.0155;0.1631;0.5524;2.5306;0.5619;0.4808
20121107;0.1044;3.2031;3.3495;0.4133;3.2406;2.6553;2.6225;4.1122;1.4614;3.4058;5.1274;0.3908;3.9853;0.1624;0.5512;2.5182;0.5611;0.4804
20121108;0.1063;3.2655;3.3969;0.4214;3.2735;2.6665;2.6664;4.1593;1.4635;3.4496;5.2076;0.3974;4.0852;0.1635;0.5576;2.547;0.5686;0.4873
20121109;0.1063;3.2588;3.3943;0.4204;3.261;2.6622;2.6649;4.1527;1.4622;3.4418;5.2058;0.3982;4.1061;0.1638;0.5567;2.5438;0.5692;0.4856
20121112;0.107;3.2803;3.4186;0.4231;3.2819;2.6803;2.6811;4.1661;1.4699;3.4565;5.2102;0.3992;4.1277;0.1645;0.5586;2.5434;0.5705;0.4855
20121113;0.1075;3.2945;3.4324;0.4251;3.2933;2.6969;2.694;4.1782;1.467;3.4688;5.2378;0.4004;4.1556;0.1645;0.5603;2.5508;0.5712;0.4857
20121114;0.107;3.275;3.4241;0.4232;3.2751;2.6771;2.6804;4.1754;1.4653;3.4685;5.2059;0.3984;4.0977;0.164;0.5598;2.5413;0.5699;0.484
20121115;0.1066;3.2678;3.38;0.4216;3.2636;2.6527;2.668;4.1712;1.4615;3.4639;5.1794;0.3963;4.0405;0.164;0.5593;2.5334;0.567;0.483
20121116;0.1062;3.2682;3.3738;0.4222;3.2631;2.6448;2.6604;4.1614;1.4628;3.457;5.1859;0.3993;4.0333;0.1628;0.5579;2.5382;0.5659;0.4817
20121119;0.1058;3.2503;3.3735;0.4193;3.2525;2.6469;2.6523;4.1521;1.4615;3.4452;5.1682;0.3958;3.9993;0.1628;0.5567;2.5599;0.5627;0.4799
20121120;0.1055;3.2333;3.3616;0.4171;3.2409;2.6403;2.6397;4.137;1.4684;3.4342;5.1455;0.3962;3.9783;0.1631;0.5547;2.5513;0.5628;0.4796
20121121;0.1051;3.2287;3.3472;0.4165;3.236;2.6293;2.6346;4.1266;1.4672;3.4267;5.139;0.3961;3.9277;0.1626;0.5534;2.5402;0.5624;0.4774
20121122;0.1043;3.2021;3.318;0.4131;3.2125;2.6066;2.6122;4.1142;1.4726;3.4158;5.107;0.393;3.874;0.1614;0.5517;2.5295;0.5609;0.4771
20121123;0.1041;3.1945;3.3232;0.4122;3.2045;2.6127;2.6097;4.1229;1.471;3.4208;5.0928;0.3921;3.8828;0.1625;0.5528;2.5341;0.5626;0.4797
20121126;0.1034;3.1744;3.3153;0.4095;3.1947;2.6111;2.596;4.116;1.459;3.4173;5.0815;0.3895;3.8671;0.1627;0.5519;2.5259;0.5604;0.4785
20121127;0.1031;3.1634;3.3174;0.4082;3.1889;2.6045;2.5889;4.1008;1.4571;3.4044;5.0718;0.3873;3.8518;0.1622;0.5498;2.5127;0.5592;0.4753
20121128;0.1035;3.1799;3.3238;0.4103;3.2004;2.6119;2.6005;4.1099;1.4617;3.4151;5.0906;0.3893;3.8837;0.1626;0.551;2.5191;0.5583;0.4755
20121129;0.1027;3.1556;3.3019;0.4071;3.1817;2.6049;2.5854;4.0968;1.4679;3.4025;5.0565;0.3862;3.8412;0.1622;0.5492;2.5072;0.5579;0.4761
20121130;0.103;3.1585;3.2913;0.4075;3.1805;2.593;2.5862;4.1064;1.4645;3.4088;5.0621;0.3871;3.8213;0.163;0.5505;2.5123;0.5568;0.4744
20121203;0.1028;3.1498;3.2799;0.4065;3.1708;2.5833;2.5819;4.1083;1.4593;3.405;5.0561;0.385;3.8354;0.1625;0.5507;2.5112;0.5579;0.4737
20121204;0.1029;3.1575;3.3059;0.4074;3.1763;2.6034;2.5919;4.1273;1.4643;3.401;5.0901;0.3872;3.8496;0.1634;0.5532;2.5259;0.5618;0.4778
20121205;0.1027;3.1516;3.2967;0.4072;3.1749;2.5976;2.5851;4.1251;1.4585;3.3956;5.0708;0.3841;3.8318;0.1634;0.5529;2.5222;0.5609;0.4771
20121206;0.1029;3.1538;3.306;0.4069;3.1831;2.6194;2.5872;4.1247;1.4582;3.4031;5.0816;0.3858;3.8257;0.1638;0.5529;2.5212;0.5615;0.4781
20121207;0.1041;3.193;3.3451;0.4122;3.2199;2.6571;2.6164;4.1332;1.4587;3.4166;5.1236;0.3905;3.8786;0.1638;0.5542;2.5318;0.5634;0.4794
20121210;0.1043;3.1978;3.3498;0.4126;3.2361;2.6626;2.6161;4.125;1.4544;3.4193;5.1274;0.3933;3.8884;0.1638;0.5531;2.5206;0.5624;0.4779
20121211;0.1033;3.1645;3.3182;0.4083;3.2055;2.6473;2.5914;4.1025;1.4526;3.387;5.0906;0.3901;3.8368;0.1624;0.55;2.5008;0.5594;0.4742
20121212;0.1027;3.1459;3.3185;0.4059;3.1917;2.646;2.5756;4.0937;1.4488;3.3775;5.0765;0.3886;3.7975;0.1621;0.5487;2.4743;0.5577;0.4753
20121213;0.1022;3.1333;3.305;0.4042;3.1867;2.6443;2.5652;4.0927;1.4442;3.3834;5.0515;0.3861;3.7591;0.1617;0.5486;2.4707;0.5573;0.4701
20121214;0.1021;3.1271;3.2943;0.4035;3.1776;2.6324;2.5599;4.0912;1.4417;3.3847;5.0431;0.3849;3.7306;0.1621;0.5483;2.4713;0.5556;0.4681
20121217;0.1014;3.1035;3.2699;0.4005;3.1446;2.6213;2.5425;4.0839;1.4364;3.3811;5.026;0.383;3.7034;0.1621;0.5473;2.4602;0.5534;0.4663
20121218;0.1015;3.1044;3.2723;0.4005;3.1546;2.6184;2.5469;4.09;1.4195;3.386;5.0357;0.3837;3.699;0.1622;0.5482;2.4602;0.5541;0.4694
20121219;0.1003;3.069;3.2297;0.396;3.1142;2.5773;2.5182;4.073;1.4166;3.3703;5.0006;0.3799;3.6394;0.1618;0.546;2.4477;0.5519;0.4681
20121220;0.1005;3.0769;3.2281;0.397;3.1112;2.5701;2.5247;4.0715;1.4232;3.3716;5.0037;0.3803;3.6642;0.1615;0.5458;2.452;0.5519;0.47
20121221;0.1006;3.0791;3.2092;0.3972;3.1075;2.5392;2.5238;4.0643;1.4177;3.3657;5.0016;0.3807;3.6622;0.1612;0.5447;2.4344;0.5524;0.472
20121224;0.1006;3.08;3.2039;0.3974;3.1016;2.5345;2.5242;4.0696;1.4057;3.3705;4.986;0.3818;3.6484;0.162;0.5455;2.4224;0.5536;0.472
20121227;0.1005;3.0816;3.1977;0.3975;3.1076;2.5302;2.5216;4.0899;1.3933;3.3839;4.9828;0.3832;3.5938;0.1628;0.5483;2.4251;0.5534;0.4738
20121228;0.1009;3.0893;3.2062;0.3986;3.1052;2.5389;2.5258;4.0745;1.399;3.3725;4.9698;0.3812;3.5935;0.1626;0.5462;2.401;0.552;0.4735
20121231;0.1013;3.0996;3.2183;0.3999;3.1172;2.5488;2.5378;4.0882;1.3977;3.3868;5.0119;0.3825;3.6005;0.163;0.548;2.3992;0.5552;0.4757
20130102;0.1009;3.066;3.2141;0.3955;3.1109;2.5693;2.512;4.0671;1.3883;3.3647;5.0026;0.3805;3.5205;0.1616;0.5452;2.4059;0.5552;0.4752
20130103;0.1022;3.1005;3.2581;0.4001;3.148;2.5854;2.5375;4.077;1.3999;3.3717;5.0296;0.387;3.559;0.1614;0.5465;2.4139;0.558;0.4769
20130104;0.1039;3.17;3.3038;0.409;3.2007;2.6087;2.5785;4.1248;1.4184;3.4106;5.0873;0.3942;3.5948;0.1628;0.553;2.4422;0.5663;0.4843
20130107;0.1037;3.1618;3.318;0.4079;3.2031;2.6357;2.5676;4.1218;1.4169;3.4094;5.0767;0.3941;3.6022;0.1619;0.5525;2.4411;0.5636;0.483
20130108;0.1033;3.1457;3.301;0.4064;3.1922;2.6301;2.561;4.1263;1.4108;3.4123;5.0605;0.3901;3.5981;0.1616;0.5531;2.443;0.5631;0.4818
20130109;0.1037;3.1516;3.3097;0.4067;3.1924;2.6384;2.5677;4.1192;1.4128;3.4075;5.0642;0.3892;3.6009;0.1614;0.5521;2.4367;0.562;0.4795
20130110;0.1027;3.1121;3.2905;0.4014;3.1565;2.6206;2.5391;4.076;1.4066;3.3718;4.9917;0.3839;3.5295;0.1586;0.5463;2.4054;0.5571;0.4745
20130111;0.102;3.089;3.2634;0.3984;3.1418;2.5989;2.5207;4.0996;1.3878;3.3693;4.9783;0.3796;3.4739;0.1598;0.5494;2.4038;0.5576;0.4748
20130114;0.102;3.0828;3.2609;0.3982;3.1354;2.5981;2.5162;4.1231;1.3864;3.3674;4.9724;0.3785;3.4491;0.1611;0.5525;2.4098;0.559;0.4774
20130115;0.1024;3.075;3.2464;0.3967;3.1248;2.5913;2.5108;4.1151;1.4013;3.333;4.9478;0.3875;3.461;0.1607;0.5514;2.4002;0.5583;0.4768
20130116;0.1041;3.1097;3.2755;0.401;3.1528;2.6063;2.5392;4.128;1.3983;3.3437;4.9822;0.3826;3.5317;0.1615;0.5532;2.4091;0.5564;0.4765
20130117;0.1036;3.0853;3.2458;0.398;3.1259;2.5918;2.5217;4.1178;1.4091;3.3129;4.941;0.3805;3.4611;0.1612;0.5518;2.3969;0.5558;0.4757
20130118;0.1039;3.0925;3.2478;0.3989;3.126;2.5824;2.5218;4.1294;1.4109;3.3067;4.9286;0.3804;3.4396;0.161;0.5534;2.4008;0.555;0.4761
20130121;0.1054;3.1351;3.299;0.4043;3.159;2.6216;2.5489;4.1762;1.4272;3.3648;4.982;0.3859;3.5028;0.1632;0.5596;2.4408;0.5595;0.4797
20130122;0.1053;3.1341;3.3118;0.4048;3.1562;2.6377;2.5555;4.17;1.4198;3.3689;4.9596;0.3848;3.5352;0.1631;0.5587;2.4386;0.5603;0.4809
20130123;0.1048;3.1195;3.2958;0.4024;3.1482;2.6284;2.5436;4.1591;1.4137;3.3587;4.9519;0.3849;3.532;0.1624;0.5573;2.428;0.5615;0.4789
20130124;0.1058;3.1503;3.3104;0.4063;3.1526;2.6518;2.5662;4.1964;1.4225;3.3857;4.988;0.3868;3.5188;0.1641;0.5623;2.4376;0.5667;0.484
20130125;0.1043;3.1186;3.26;0.4022;3.1089;2.6159;2.5358;4.1903;1.4092;3.368;4.9205;0.3836;3.4352;0.1639;0.5615;2.4256;0.5654;0.4825
20130128;0.1036;3.1074;3.2306;0.4005;3.0773;2.5797;2.5074;4.1805;1.4071;3.3531;4.8923;0.3831;3.4243;0.1634;0.5603;2.4186;0.5619;0.4814
20130129;0.1046;3.1229;3.2624;0.4024;3.1039;2.6094;2.5251;4.1969;1.411;3.3763;4.9055;0.3833;3.4456;0.1637;0.5626;2.4267;0.5641;0.4864
20130130;0.1039;3.0938;3.2302;0.3987;3.0866;2.5823;2.501;4.1858;1.4184;3.3629;4.8732;0.3802;3.387;0.1633;0.5611;2.4036;0.5627;0.4863
20130131;0.1035;3.0874;3.2159;0.398;3.08;2.5861;2.4945;4.187;1.4318;3.389;4.8885;0.3792;3.3934;0.1635;0.5612;2.396;0.5628;0.4857
20130201;0.1031;3.0744;3.1878;0.3964;3.0756;2.5834;2.4768;4.2028;1.4376;3.3991;4.8629;0.3784;3.3344;0.1636;0.5633;2.4364;0.5649;0.4882
20130204;0.1027;3.0563;3.1832;0.394;3.0681;2.5827;2.4664;4.1515;1.4206;3.3564;4.8066;0.3751;3.2807;0.162;0.5565;2.4193;0.5583;0.4838
20130205;0.1037;3.0831;3.21;0.3977;3.088;2.6043;2.4923;4.17;1.4246;3.3929;4.8658;0.3785;3.3215;0.1626;0.559;2.4301;0.5619;0.4872
20130206;0.1037;3.0868;3.183;0.3982;3.0975;2.5977;2.4942;4.1801;1.4231;3.3841;4.8353;0.379;3.2936;0.1624;0.5604;2.431;0.5621;0.4867
20130207;0.1038;3.0886;3.1888;0.3982;3.1026;2.5837;2.4961;4.1882;1.424;3.4017;4.8402;0.3803;3.2912;0.1659;0.5613;2.4343;0.5628;0.4869
20130208;0.1043;3.1056;3.2077;0.4004;3.1104;2.5989;2.509;4.167;1.4244;3.3884;4.8891;0.381;3.3504;0.1652;0.5584;2.4297;0.563;0.4845
20130211;0.1039;3.0991;3.1842;0.3996;3.0786;2.5795;2.5008;4.1519;1.4257;3.3823;4.8728;0.3796;3.3259;0.1644;0.5565;2.4076;0.5618;0.4836
20130212;0.1042;3.1159;3.1888;0.4018;3.0897;2.5983;2.5034;4.1686;1.4281;3.3909;4.8545;0.384;3.3128;0.1648;0.5587;2.4243;0.5653;0.4868
20130213;0.104;3.1012;3.2065;0.3998;3.0915;2.6098;2.5034;4.1781;1.4407;3.3788;4.8529;0.3836;3.3248;0.1646;0.5599;2.4256;0.5664;0.4911
20130214;0.1046;3.1209;3.232;0.4025;3.1191;2.6535;2.5223;4.1715;1.4267;3.3853;4.8399;0.3838;3.3357;0.1643;0.5591;2.4267;0.5665;0.4931
20130215;0.1052;3.1398;3.2514;0.4049;3.1329;2.669;2.5406;4.1852;1.4327;3.4061;4.862;0.3861;3.4008;0.1649;0.5611;2.4311;0.5659;0.4956
20130218;0.105;3.141;3.23;0.405;3.1165;2.6487;2.533;4.193;1.4384;3.4024;4.8584;0.387;3.3404;0.1651;0.5622;2.4279;0.5652;0.4959
20130219;0.105;3.136;3.2414;0.4045;3.0989;2.6505;2.532;4.1863;1.4394;3.3949;4.8585;0.3861;3.3528;0.1648;0.5612;2.4268;0.5649;0.4951
20130220;0.1039;3.1002;3.2087;0.3998;3.0627;2.6013;2.508;4.1602;1.4307;3.3728;4.7513;0.3833;3.3195;0.164;0.5577;2.4145;0.5606;0.4932
20130221;0.1059;3.1633;3.2421;0.4079;3.1046;2.6406;2.5508;4.176;1.4269;3.396;4.8166;0.3897;3.3884;0.164;0.5598;2.43;0.5592;0.493
20130222;0.1053;3.1443;3.2394;0.4054;3.0855;2.6323;2.5407;4.1574;1.4198;3.3797;4.8037;0.3863;3.3704;0.1632;0.5573;2.4607;0.556;0.4916
20130225;0.1053;3.1412;3.2329;0.4049;3.0678;2.6343;2.5371;4.158;1.4135;3.3878;4.7574;0.386;3.3458;0.1628;0.5574;2.4816;0.5578;0.492
20130226;0.1064;3.1733;3.2595;0.4091;3.0969;2.6423;2.5617;4.1613;1.4166;3.4145;4.8169;0.3858;3.4395;0.163;0.5578;2.5023;0.5567;0.4915
20130227;0.1067;3.1841;3.2462;0.4104;3.1019;2.6237;2.5682;4.1658;1.407;3.4203;4.8123;0.3911;3.4734;0.1624;0.5587;2.5125;0.5573;0.4934
20130228;0.1065;3.1679;3.2529;0.4085;3.0967;2.6344;2.5641;4.157;1.4032;3.4072;4.8058;0.3891;3.4411;0.1622;0.5576;2.5163;0.5556;0.4919
20130301;0.1067;3.1769;3.2432;0.4103;3.0802;2.6242;2.5643;4.1432;1.4035;3.3846;4.7705;0.3893;3.4265;0.1615;0.5556;2.5512;0.5522;0.4939
20130304;0.1067;3.1837;3.2259;0.4104;3.0921;2.6141;2.552;4.135;1.3935;3.3737;4.7815;0.3908;3.4015;0.1609;0.5546;2.5525;0.5553;0.494
20130305;0.1062;3.1665;3.2401;0.4083;3.086;2.6235;2.5418;4.1361;1.3864;3.3691;4.8077;0.3889;3.4006;0.1611;0.5547;2.5453;0.5556;0.496
20130306;0.1065;3.166;3.2517;0.4083;3.0798;2.6316;2.5415;4.1269;1.377;3.351;4.7735;0.3892;3.389;0.1616;0.5535;2.5334;0.5554;0.4962
20130307;0.107;3.1808;3.2646;0.4101;3.0856;2.6377;2.5507;4.1472;1.3866;3.363;4.7696;0.3914;3.3779;0.1624;0.5563;2.542;0.5576;0.4991
20130308;0.1065;3.169;3.2507;0.4085;3.0727;2.6215;2.544;4.1497;1.3911;3.3583;4.7618;0.3897;3.3172;0.1631;0.5565;2.5051;0.5581;0.4991
20130311;0.1071;3.1828;3.2571;0.4104;3.095;2.6101;2.5494;4.139;1.3687;3.3475;4.7482;0.3913;3.3119;0.162;0.555;2.5138;0.5561;0.497
20130312;0.1076;3.1887;3.2818;0.4112;3.103;2.6272;2.555;4.15;1.3599;3.3643;4.7364;0.3927;3.3217;0.1619;0.5565;2.519;0.5568;0.4986
