data;1THB;1USD;1AUD;1HKD;1CAD;1NZD;1SGD;1EUR;100HUF;1CHF;1GBP;1UAH;100JPY;1CZK;1DKK;100ISK;1NOK;1SEK
20170424;0.1136;3.906;2.9563;0.5022;2.906;2.7461;2.8026;4.241;1.3602;3.9267;5.0092;0.1462;3.5461;0.1583;0.5702;3.6186;0.4581;0.4422
20170425;0.113;3.8873;2.929;0.4995;2.8668;2.7031;2.7918;4.2346;1.3585;3.9092;4.9825;0.146;3.519;0.1579;0.5692;3.6271;0.4544;0.4416
20170426;0.1125;3.8757;2.9066;0.4981;2.8554;2.6772;2.7801;4.2255;1.3553;3.8982;4.9671;0.1457;3.4844;0.1572;0.568;3.6333;0.4526;0.4421
20170427;0.1121;3.8776;2.8973;0.4984;2.853;2.6716;2.7771;4.2296;1.3528;3.9056;4.9978;0.1461;3.4827;0.1569;0.5685;3.6462;0.4529;0.439
20170428;0.1118;3.8696;2.8934;0.4972;2.8362;2.6566;2.7722;4.217;1.3536;3.8951;5.0021;0.1458;3.4772;0.1565;0.5669;3.6338;0.4526;0.4375
20170502;0.1122;3.8675;2.9138;0.4972;2.831;2.6746;2.7739;4.2226;1.3528;3.8884;4.9851;0.1457;3.4477;0.1569;0.5678;3.648;0.4502;0.4379
20170504;0.1116;3.863;2.8607;0.4964;2.8153;2.6547;2.7632;4.2177;1.3509;3.8914;4.9796;0.1458;3.4228;0.1575;0.5671;3.6375;0.4471;0.4376
20170505;0.111;3.849;2.8471;0.4945;2.7963;2.6545;2.7422;4.2176;1.3511;3.8928;4.9792;0.1452;3.4266;0.1572;0.5671;3.628;0.4442;0.4353
20170508;0.1108;3.8391;2.8468;0.4932;2.81;2.6636;2.7334;4.2059;1.3485;3.8734;4.98;0.1449;3.4088;0.1575;0.5655;3.6211;0.4443;0.435
20170509;0.1115;3.8741;2.8481;0.4977;2.8331;2.6718;2.7512;4.2253;1.3549;3.8713;5.0122;0.1462;3.4096;0.1583;0.5679;3.6425;0.448;0.4376
20170510;0.1115;3.8777;2.8586;0.498;2.832;2.6871;2.7492;4.2155;1.3549;3.8524;5.0244;0.1466;3.4063;0.158;0.5665;3.6498;0.4459;0.4354
20170511;0.1115;3.8744;2.8554;0.4975;2.8253;2.6534;2.7518;4.215;1.3571;3.8446;5.0047;0.1466;3.3928;0.1584;0.5666;3.6636;0.451;0.4374
20170512;0.1118;3.8837;2.871;0.4984;2.834;2.6583;2.7599;4.22;1.3598;3.8534;4.9897;0.1467;3.418;0.1588;0.5672;3.6888;0.452;0.437
20170515;0.1112;3.8463;2.8548;0.494;2.82;2.649;2.7455;4.2096;1.3596;3.8498;4.9735;0.1454;3.3862;0.1587;0.5658;3.6959;0.4509;0.4349
20170516;0.1099;3.7932;2.8099;0.4871;2.7809;2.6076;2.714;4.1902;1.3566;3.8296;4.8948;0.1435;3.3397;0.1587;0.5633;3.6934;0.4461;0.4298
20170517;0.1095;3.7808;2.795;0.4855;2.7755;2.6019;2.7108;4.1912;1.3522;3.839;4.8928;0.1432;3.3601;0.1583;0.5633;3.7008;0.4464;0.4301
20170518;0.11;3.7926;2.8236;0.4871;2.7805;2.6299;2.7255;4.22;1.3614;3.8678;4.938;0.1437;3.418;0.1583;0.5672;3.7345;0.4481;0.4322
20170519;0.1095;3.7735;2.8103;0.4849;2.778;2.5997;2.7133;4.2069;1.3609;3.8594;4.9054;0.1432;3.3838;0.1584;0.5654;3.7361;0.4496;0.4309
20170522;0.1091;3.7526;2.7966;0.4819;2.7752;2.6069;2.7031;4.1907;1.3582;3.8502;4.8689;0.1424;3.3679;0.1581;0.5629;3.74;0.447;0.4295
20170523;0.1085;3.7354;2.7991;0.4797;2.7673;2.6244;2.6927;4.2018;1.3608;3.8448;4.8508;0.1421;3.3586;0.1583;0.5644;3.7516;0.4487;0.431
20170524;0.1091;3.7535;2.8032;0.4819;2.7787;2.6337;2.7022;4.1985;1.3584;3.8471;4.8766;0.1429;3.356;0.1584;0.5641;3.7386;0.4476;0.4314
20170525;0.1086;3.7177;2.7772;0.4772;2.7686;2.6128;2.6853;4.1796;1.3567;3.8289;4.8238;0.1415;3.3256;0.1581;0.5617;3.707;0.4467;0.4298
20170526;0.1093;3.7248;2.7702;0.478;2.7648;2.6234;2.6913;4.1803;1.3602;3.8381;4.7942;0.1412;3.355;0.1581;0.5618;3.7076;0.4444;0.4293
20170529;0.1095;3.7371;2.7791;0.4794;2.7769;2.6408;2.699;4.1794;1.3569;3.8373;4.7987;0.1415;3.3563;0.1579;0.5616;3.7316;0.4451;0.4299
20170530;0.1098;3.7471;2.7921;0.4808;2.782;2.6463;2.701;4.1739;1.3551;3.8326;4.8147;0.1422;3.3763;0.1575;0.5611;3.7417;0.4437;0.4284
20170531;0.1097;3.7354;2.782;0.4794;2.7768;2.6511;2.6981;4.1737;1.3561;3.8338;4.7749;0.1419;3.3701;0.1578;0.5611;3.7349;0.4422;0.4276
20170601;0.1091;3.7262;2.7605;0.4782;2.7647;2.6361;2.6909;4.1834;1.3604;3.8378;4.7972;0.1419;3.3534;0.1584;0.5623;3.7587;0.442;0.4281
20170602;0.1092;3.7323;2.7535;0.479;2.7571;2.6435;2.6924;4.1882;1.3584;3.8443;4.7989;0.1421;3.3459;0.1591;0.563;3.7851;0.4408;0.4297
20170605;0.109;3.7066;2.7718;0.4757;2.7532;2.6436;2.6869;4.1781;1.358;3.8471;4.7782;0.141;3.3542;0.1589;0.5616;3.7983;0.4406;0.4287
20170606;0.1096;3.725;2.7872;0.4779;2.7691;2.6719;2.6979;4.1916;1.3629;3.862;4.8143;0.142;3.3948;0.1592;0.5635;3.8105;0.4408;0.4302
20170607;0.1095;3.7241;2.8128;0.4778;2.7703;2.6812;2.6979;4.1943;1.3593;3.8662;4.8047;0.1421;3.4115;0.1592;0.5638;3.8009;0.4401;0.4282
20170608;0.1098;3.74;2.8237;0.4796;2.7697;2.6957;2.7054;4.2071;1.3646;3.8693;4.8474;0.143;3.4022;0.16;0.5656;3.7817;0.4409;0.4297
20170609;0.1099;3.7465;2.8229;0.4806;2.7741;2.7003;2.7066;4.1877;1.3603;3.8566;4.7658;0.1434;3.3947;0.1597;0.563;3.7795;0.4391;0.4283
20170612;0.1096;3.735;2.8149;0.479;2.778;2.6855;2.6988;4.1927;1.3628;3.8612;4.7547;0.1433;3.3954;0.16;0.5637;3.7909;0.4412;0.4287
20170613;0.11;3.7379;2.8206;0.4793;2.8196;2.6986;2.705;4.1921;1.3651;3.8667;4.7478;0.1438;3.3941;0.1599;0.5637;3.753;0.4442;0.4308
20170614;0.1105;3.7497;2.8423;0.4807;2.8384;2.7176;2.7183;4.2025;1.3715;3.8702;4.7783;0.144;3.4031;0.1605;0.5651;3.7522;0.4458;0.4321
20170616;0.1111;3.7749;2.8717;0.484;2.8501;2.7311;2.7274;4.2181;1.3706;3.8771;4.8199;0.145;3.3912;0.1608;0.5673;3.7428;0.4448;0.4324
20170619;0.1109;3.7615;2.8584;0.4824;2.8406;2.732;2.7186;4.2112;1.3698;3.8711;4.8167;0.1445;3.3879;0.1607;0.5662;3.7267;0.4451;0.4321
20170620;0.1114;3.7862;2.8853;0.4855;2.8658;2.7477;2.7304;4.2248;1.3713;3.8865;4.8064;0.1454;3.3929;0.1612;0.568;3.6866;0.4469;0.4339
20170621;0.1119;3.809;2.8801;0.4883;2.8655;2.7578;2.7385;4.2442;1.3714;3.9104;4.8028;0.1464;3.4261;0.1614;0.5706;3.6746;0.4456;0.4343
20170622;0.1118;3.8002;2.868;0.4873;2.8538;2.7601;2.7345;4.2442;1.3729;3.905;4.8126;0.146;3.4215;0.1616;0.5706;3.6152;0.4475;0.435
20170623;0.1114;3.7824;2.8652;0.485;2.8612;2.7548;2.728;4.2255;1.3666;3.8977;4.8151;0.1453;3.4014;0.1608;0.5682;3.6364;0.4467;0.4321
20170626;0.1109;3.7653;2.8505;0.4827;2.8407;2.7355;2.7119;4.2117;1.3616;3.8773;4.7969;0.1446;3.3727;0.1604;0.5663;3.637;0.4453;0.4316
20170627;0.1103;3.7442;2.8487;0.4801;2.8277;2.7398;2.702;4.212;1.3624;3.8719;4.7728;0.1435;3.3551;0.1603;0.5665;3.6062;0.4414;0.4308
20170628;0.1096;3.7249;2.8309;0.4773;2.8325;2.7098;2.6876;4.2317;1.3655;3.8782;4.7783;0.1428;3.3271;0.161;0.569;3.6107;0.4422;0.433
20170629;0.1092;3.7122;2.8478;0.4756;2.8496;2.7123;2.6918;4.2412;1.3679;3.8791;4.8168;0.142;3.2979;0.1612;0.5703;3.5942;0.4436;0.437
20170630;0.1091;3.7062;2.8464;0.4748;2.8543;2.7165;2.692;4.2265;1.3689;3.8667;4.8132;0.1424;3.3128;0.1611;0.5684;3.6124;0.443;0.4379
20170703;0.1095;3.7196;2.8486;0.4763;2.8646;2.714;2.6939;4.2331;1.3706;3.8735;4.8224;0.143;3.2951;0.1621;0.5692;3.6382;0.4451;0.4396
20170704;0.1099;3.7372;2.8394;0.4786;2.8746;2.7183;2.7041;4.2428;1.3764;3.8752;4.8296;0.1437;3.3019;0.1624;0.5706;3.645;0.4466;0.4387
20170705;0.1101;3.7471;2.8523;0.48;2.8901;2.724;2.7094;4.2501;1.3797;3.878;4.8357;0.1435;3.3002;0.1625;0.5715;3.6357;0.4465;0.44
20170706;0.1096;3.7351;2.8424;0.4783;2.8859;2.7211;2.701;4.2388;1.3721;3.8688;4.8294;0.1433;3.2994;0.1622;0.57;3.5892;0.4459;0.4407
20170707;0.1088;3.7068;2.8152;0.4746;2.8548;2.6984;2.6802;4.2337;1.3732;3.8525;4.7906;0.1425;3.2586;0.1621;0.5693;3.5637;0.4419;0.4397
20170710;0.1089;3.716;2.8227;0.4757;2.8792;2.7031;2.6854;4.2348;1.3755;3.8521;4.7818;0.1429;3.2545;0.1622;0.5694;3.5616;0.4456;0.4405
20170711;0.1092;3.7235;2.8367;0.4767;2.8832;2.692;2.6898;4.2435;1.3769;3.8446;4.8085;0.1433;3.2573;0.1622;0.5706;3.5333;0.4459;0.441
20170712;0.1089;3.7034;2.8317;0.4741;2.8654;2.6772;2.6806;4.2432;1.3793;3.8442;4.7596;0.1429;3.2649;0.1624;0.5706;3.4275;0.4483;0.4407
20170713;0.1094;3.7133;2.869;0.4755;2.9142;2.7121;2.6964;4.2345;1.3776;3.8515;4.8005;0.1431;3.2831;0.162;0.5694;3.5054;0.4488;0.4437
20170714;0.1092;3.6986;2.8689;0.4736;2.904;2.7059;2.6914;4.2194;1.3765;3.8162;4.7931;0.1421;3.2654;0.1616;0.5674;3.5162;0.4486;0.443
20170717;0.1091;3.6767;2.871;0.4711;2.9017;2.6918;2.6827;4.2091;1.3753;3.8148;4.8055;0.1416;3.2651;0.1612;0.566;3.5415;0.449;0.441
20170718;0.1084;3.6469;2.8871;0.4673;2.8865;2.6795;2.6659;4.2032;1.3706;3.8088;4.7499;0.1406;3.2473;0.1612;0.5652;3.5366;0.4496;0.4399
20170719;0.1085;3.6486;2.8896;0.4673;2.8883;2.6861;2.6654;4.2057;1.3734;3.8256;4.753;0.1406;3.2567;0.1615;0.5655;3.4417;0.4512;0.4397
20170720;0.1087;3.6604;2.8953;0.4688;2.8995;2.6882;2.671;4.2117;1.376;3.8276;4.7593;0.1412;3.2584;0.1616;0.5663;3.4579;0.453;0.4406
20170721;0.1086;3.632;2.8725;0.4651;2.8863;2.6999;2.6612;4.2311;1.3848;3.8195;4.719;0.1402;3.2503;0.1622;0.5689;3.4483;0.4523;0.4402
20170724;0.109;3.6395;2.897;0.4662;2.9039;2.7083;2.6755;4.2413;1.39;3.8489;4.7421;0.141;3.2878;0.1629;0.5704;3.4679;0.4528;0.4422
20170725;0.1092;3.6519;2.8949;0.4678;2.9183;2.7126;2.6827;4.2559;1.3936;3.8548;4.7589;0.1412;3.2824;0.1636;0.5723;3.4573;0.4572;0.4456
20170726;0.1094;3.6661;2.8964;0.4694;2.9299;2.7211;2.6878;4.2611;1.3935;3.8404;4.7722;0.1415;3.2773;0.1638;0.573;3.4503;0.4585;0.4456
20170727;0.1092;3.6366;2.9165;0.4656;2.9222;2.7383;2.679;4.265;1.397;3.8116;4.7774;0.1404;3.2693;0.1638;0.5735;3.5045;0.4601;0.4452
20170728;0.1092;3.6406;2.8994;0.4661;2.9016;2.7203;2.678;4.2617;1.3956;3.749;4.7657;0.1405;3.2718;0.1635;0.5731;3.5018;0.4586;0.447
20170731;0.109;3.6264;2.8907;0.4643;2.9066;2.7162;2.6724;4.2545;1.3959;3.7381;4.752;0.1403;3.2774;0.1633;0.5721;3.5132;0.4576;0.4461
20170801;0.1081;3.5991;2.879;0.4608;2.8877;2.6978;2.6528;4.2548;1.4028;3.7288;4.7622;0.1391;3.2611;0.1627;0.5721;3.4847;0.4561;0.4452
20170802;0.1078;3.5863;2.8575;0.4588;2.8564;2.6645;2.6395;4.2515;1.401;3.7081;4.7492;0.1384;3.2389;0.1626;0.5716;3.4537;0.4541;0.4429
20170803;0.1079;3.5918;2.8488;0.4594;2.8508;2.6599;2.6415;4.2538;1.4014;3.7072;4.7595;0.1389;3.2454;0.1629;0.5719;3.4416;0.4539;0.4432
20170804;0.1074;3.5702;2.845;0.4567;2.8401;2.6585;2.6326;4.2423;1.3958;3.6898;4.6938;0.1381;3.2427;0.1626;0.5703;3.4267;0.4526;0.4416
20170807;0.1081;3.5995;2.8485;0.4602;2.8396;2.6513;2.6417;4.2469;1.3963;3.7018;4.6958;0.1398;3.2492;0.1623;0.5709;3.4305;0.453;0.4424
20170808;0.1083;3.6027;2.8554;0.4606;2.8442;2.6509;2.6457;4.2541;1.3974;3.7036;4.6986;0.1401;3.2587;0.1626;0.5719;3.4363;0.456;0.4425
20170809;0.1092;3.6342;2.8646;0.465;2.8673;2.6623;2.6671;4.2638;1.3987;3.7693;4.7252;0.1413;3.3118;0.1632;0.5732;3.4497;0.4571;0.4429
20170810;0.1095;3.6432;2.8724;0.4661;2.8632;2.6482;2.6707;4.2709;1.3986;3.772;4.7315;0.1418;3.3132;0.1634;0.5741;3.4263;0.4572;0.4461
20170811;0.1097;3.6449;2.8646;0.4662;2.864;2.6552;2.6719;4.2851;1.4008;3.7975;4.7276;0.1418;3.3447;0.1636;0.5761;3.4432;0.4561;0.4462
20170814;0.1091;3.6278;2.8559;0.4639;2.855;2.6468;2.6636;4.2823;1.4076;3.7559;4.7084;0.1415;3.3065;0.1637;0.5759;3.4;0.4574;0.4465
20170816;0.1094;3.6435;2.8644;0.4658;2.8611;2.6414;2.6643;4.2724;1.4059;3.7403;4.697;0.1425;3.2853;0.164;0.5745;3.3443;0.4586;0.4503
20170817;0.1091;3.6258;2.8788;0.4634;2.8703;2.6502;2.6573;4.2541;1.3991;3.7569;4.6738;0.1422;3.2956;0.1633;0.572;3.3196;0.4581;0.4482
20170818;0.1098;3.6459;2.8885;0.466;2.8825;2.6702;2.6735;4.2826;1.4094;3.7931;4.7049;0.143;3.3446;0.1641;0.5759;3.4084;0.4589;0.4485
20170821;0.1097;3.6408;2.8822;0.4653;2.8889;2.6611;2.6703;4.2747;1.4081;3.7641;4.6882;0.143;3.3382;0.1639;0.5748;3.4335;0.4598;0.4484
20170822;0.1093;3.6334;2.8769;0.4642;2.8909;2.6518;2.6679;4.2772;1.4076;3.7623;4.6694;0.1428;3.323;0.1638;0.5751;3.4355;0.4597;0.4489
20170823;0.1087;3.6274;2.861;0.4635;2.8845;2.6161;2.6609;4.2767;1.4096;3.7459;4.6433;0.1418;3.3145;0.1639;0.575;3.4241;0.4596;0.4482
20170824;0.1089;3.6329;2.8663;0.4643;2.8965;2.6179;2.6676;4.2827;1.4142;3.7639;4.6551;0.1422;3.3221;0.1641;0.5759;3.3829;0.4622;0.45
20170825;0.1084;3.6112;2.858;0.4615;2.8864;2.6096;2.6545;4.26;1.4001;3.7472;4.6269;0.1413;3.2936;0.1632;0.5727;3.3596;0.4613;0.4479
20170828;0.1076;3.5736;2.8405;0.4568;2.8672;2.5886;2.6373;4.264;1.4022;3.7501;4.6117;0.1401;3.2732;0.1633;0.5732;3.4167;0.4609;0.4481
20170829;0.1066;3.5372;2.8158;0.4521;2.8408;2.5734;2.6168;4.2661;1.3993;3.741;4.5852;0.139;3.2612;0.1634;0.5734;3.402;0.4581;0.4464
20170830;0.1074;3.5678;2.8398;0.4558;2.8459;2.5857;2.6293;4.261;1.3935;3.7326;4.6085;0.1394;3.2455;0.1635;0.5727;3.3898;0.4594;0.4483
20170831;0.1079;3.5822;2.83;0.4579;2.8378;2.5653;2.6366;4.2618;1.3919;3.7184;4.6183;0.1394;3.2414;0.1632;0.5729;3.3905;0.4583;0.4493
20170901;0.1076;3.5693;2.8298;0.4562;2.8579;2.5539;2.6311;4.2457;1.3915;3.7134;4.6144;0.1389;3.2431;0.1629;0.5708;3.4102;0.4587;0.4475
20170904;0.1077;3.5718;2.8425;0.4565;2.8781;2.5634;2.6328;4.257;1.3911;3.735;4.6206;0.1379;3.2618;0.1633;0.5724;3.4138;0.4581;0.4489
20170905;0.1074;3.5642;2.8404;0.4555;2.8745;2.5617;2.6299;4.2361;1.3834;3.7128;4.6075;0.1371;3.2573;0.1624;0.5696;3.3916;0.4564;0.4473
20170906;0.1072;3.5538;2.8378;0.4542;2.8708;2.5698;2.6288;4.2446;1.385;3.7263;4.6349;0.1367;3.2696;0.1626;0.5706;3.3634;0.4568;0.4468
20170907;0.1073;3.5511;2.8446;0.4542;2.9097;2.5557;2.6387;4.2466;1.3876;3.7256;4.6411;0.1366;3.2593;0.1627;0.5708;3.3517;0.4563;0.4449
20170908;0.1065;3.5239;2.8545;0.4512;2.9102;2.5731;2.6342;4.2511;1.3893;3.7194;4.6301;0.1351;3.2718;0.1629;0.5714;3.3342;0.4563;0.4457
20170911;0.1065;3.5293;2.841;0.4516;2.9112;2.5699;2.6295;4.2426;1.3846;3.7201;4.6561;0.1357;3.2549;0.1628;0.5702;3.3301;0.4542;0.4443
20170912;0.1074;3.5552;2.8543;0.455;2.9335;2.5983;2.6413;4.2511;1.3858;3.7152;4.7169;0.1366;3.24;0.1629;0.5714;3.3368;0.453;0.4458
20170913;0.1077;3.5627;2.8636;0.456;2.933;2.5963;2.6489;4.2677;1.3871;3.7119;4.7303;0.1366;3.2373;0.1635;0.5736;3.3551;0.4548;0.4473
20170914;0.1087;3.5984;2.8805;0.4606;2.9558;2.604;2.6649;4.2837;1.3892;3.7206;4.7504;0.1374;3.2594;0.1641;0.5758;3.3703;0.4563;0.4491
20170915;0.1085;3.5863;2.8771;0.4589;2.9531;2.6071;2.6652;4.2781;1.3852;3.7332;4.8521;0.1369;3.239;0.1641;0.575;3.4116;0.4557;0.4492
20170918;0.1085;3.5881;2.8734;0.459;2.9413;2.6227;2.6648;4.2835;1.3838;3.7376;4.8662;0.1371;3.2226;0.1642;0.5756;3.3649;0.4583;0.4506
20170919;0.1083;3.5821;2.8608;0.4592;2.9159;2.6098;2.6567;4.293;1.388;3.7264;4.8277;0.137;3.2109;0.1644;0.5769;3.383;0.4589;0.4506
20170920;0.1077;3.5619;2.8643;0.4562;2.9029;2.6188;2.648;4.2769;1.3866;3.7092;4.8313;0.136;3.1986;0.1637;0.5747;3.3623;0.4573;0.4485
20170921;0.1086;3.5975;2.8637;0.461;2.9173;2.6363;2.6632;4.2863;1.3822;3.7042;4.854;0.1372;3.2035;0.1642;0.576;3.3395;0.4599;0.4498
20170922;0.1077;3.5651;2.8309;0.4566;2.9007;2.6065;2.6443;4.2746;1.3795;3.6807;4.8369;0.1358;3.1818;0.1639;0.5745;3.3304;0.4579;0.4484
20170925;0.1084;3.5866;2.8557;0.459;2.9089;2.6154;2.6587;4.2698;1.3761;3.6887;4.8543;0.1363;3.1988;0.1639;0.5739;3.328;0.4586;0.4474
20170926;0.1092;3.6234;2.868;0.4637;2.9268;2.6149;2.6774;4.282;1.3769;3.7368;4.8873;0.1373;3.2428;0.1643;0.5755;3.3545;0.4616;0.4488
20170927;0.1101;3.665;2.8731;0.4693;2.953;2.6345;2.6956;4.3012;1.3792;3.7588;4.9086;0.1385;3.2459;0.1651;0.578;3.3868;0.461;0.4481
20170928;0.1099;3.6682;2.8713;0.4698;2.9396;2.6388;2.6943;4.3166;1.3878;3.7668;4.9013;0.1384;3.2527;0.1657;0.58;3.4313;0.4606;0.4509
20170929;0.1095;3.6519;2.8625;0.4676;2.9383;2.6338;2.6888;4.3091;1.3846;3.7619;4.8842;0.1373;3.2439;0.1655;0.579;3.4597;0.4594;0.4492
20171002;0.1099;3.6726;2.8681;0.4702;2.9364;2.6386;2.6977;4.3137;1.3864;3.7825;4.8914;0.1378;3.2559;0.1661;0.5797;3.44;0.4594;0.4492
20171003;0.1099;3.6737;2.8667;0.4702;2.9326;2.6318;2.693;4.3105;1.383;3.7618;4.8668;0.1376;3.2478;0.1662;0.5792;3.4498;0.4583;0.4502
20171004;0.1097;3.6597;2.8738;0.4687;2.9339;2.6224;2.6891;4.3025;1.3825;3.7581;4.8561;0.1366;3.2504;0.1663;0.5781;3.46;0.4597;0.4507
20171005;0.1095;3.6502;2.8589;0.4675;2.928;2.614;2.6799;4.2985;1.3807;3.7435;4.8157;0.1363;3.2419;0.1665;0.5775;3.4374;0.4595;0.4507
20171006;0.1101;3.6799;2.8598;0.4714;2.9237;2.6109;2.6935;4.3042;1.3814;3.7567;4.8121;0.1375;3.2559;0.1666;0.5783;3.4894;0.4587;0.4513
20171009;0.1101;3.6743;2.8509;0.4708;2.9303;2.6002;2.6926;4.3121;1.3804;3.7541;4.8158;0.1382;3.2617;0.1667;0.5794;3.4831;0.4593;0.4524
20171010;0.1096;3.6468;2.8369;0.4672;2.9131;2.5778;2.6846;4.2952;1.3813;3.7306;4.8061;0.1372;3.2444;0.166;0.5771;3.4639;0.458;0.4508
20171011;0.1091;3.6219;2.8194;0.4641;2.8942;2.5604;2.6696;4.2836;1.3821;3.7144;4.7803;0.1366;3.2271;0.1655;0.5755;3.4531;0.4568;0.4494
20171012;0.1087;3.6;2.8182;0.4611;2.8908;2.564;2.6593;4.2705;1.3809;3.6969;4.7635;0.1353;3.2066;0.165;0.5737;3.437;0.4551;0.4449
20171013;0.1089;3.601;2.8228;0.4612;2.8875;2.5729;2.658;4.2603;1.3817;3.6927;4.7909;0.1358;3.2131;0.1649;0.5723;3.4288;0.4559;0.4438
20171016;0.1089;3.6004;2.8351;0.4611;2.8815;2.5858;2.6619;4.2449;1.3779;3.6914;4.7889;0.1358;3.2196;0.1646;0.5703;3.4164;0.4554;0.4426
20171017;0.1086;3.5964;2.8242;0.4606;2.8692;2.5819;2.6521;4.2313;1.3745;3.6796;4.7709;0.1359;3.2053;0.1641;0.5684;3.4055;0.4539;0.442
20171018;0.1086;3.6006;2.8176;0.4612;2.875;2.5661;2.6532;4.2293;1.3726;3.6733;4.7392;0.1363;3.1963;0.1644;0.5681;3.4094;0.4525;0.4406
20171019;0.1084;3.5896;2.8221;0.4601;2.8804;2.5241;2.6439;4.2381;1.3736;3.6695;4.7208;0.1354;3.1868;0.1647;0.5693;3.4068;0.4515;0.4404
20171020;0.1084;3.5966;2.8206;0.4609;2.8744;2.5116;2.6442;4.2452;1.378;3.6601;4.7221;0.1355;3.1736;0.165;0.5703;3.4112;0.4511;0.4407
20171023;0.1086;3.6061;2.8165;0.4622;2.8537;2.5099;2.6465;4.2359;1.3741;3.6564;4.752;0.1358;3.1679;0.1649;0.5691;3.4092;0.4509;0.4397
20171024;0.1086;3.6031;2.8041;0.4616;2.8459;2.4992;2.6461;4.2382;1.3739;3.6544;4.7553;0.135;3.1693;0.1652;0.5693;3.4165;0.4506;0.4397
20171025;0.1084;3.6006;2.7741;0.4614;2.838;2.4781;2.641;4.237;1.3651;3.6293;4.7441;0.1345;3.1549;0.1657;0.5692;3.4073;0.4491;0.4375
20171026;0.1085;3.5939;2.7663;0.4607;2.8078;2.4712;2.6412;4.2458;1.3664;3.6318;4.7482;0.1339;3.1624;0.1657;0.5704;3.4144;0.447;0.4364
20171027;0.1098;3.6568;2.7943;0.4686;2.8411;2.503;2.6711;4.252;1.3663;3.6575;4.7856;0.1361;3.2072;0.1657;0.5714;3.4304;0.4476;0.4371
20171030;0.1096;3.643;2.7981;0.4671;2.8396;2.4981;2.6724;4.2403;1.3673;3.6515;4.7956;0.1358;3.2065;0.1653;0.5699;3.4685;0.4468;0.4369
20171031;0.11;3.6529;2.8006;0.4683;2.8442;2.4991;2.6829;4.2498;1.3646;3.6603;4.8233;0.136;3.2254;0.1657;0.5711;3.482;0.4468;0.4363
20171102;0.1098;3.6366;2.8025;0.4662;2.8329;2.5139;2.6736;4.2336;1.3627;3.6368;4.8131;0.135;3.189;0.1656;0.5689;3.4252;0.4464;0.4333
20171103;0.1099;3.6408;2.7929;0.4666;2.8366;2.5206;2.6741;4.2406;1.3631;3.642;4.7586;0.135;3.19;0.1651;0.5699;3.4281;0.4466;0.4331
20171106;0.1104;3.6585;2.8011;0.4689;2.8684;2.5204;2.6811;4.2449;1.3649;3.6522;4.7938;0.1365;3.2051;0.1656;0.5704;3.4386;0.4486;0.4339
20171107;0.1105;3.6652;2.806;0.4697;2.8727;2.5369;2.6861;4.2397;1.3629;3.6617;4.82;0.1371;3.2074;0.1658;0.5697;3.4567;0.4493;0.4349
20171108;0.1105;3.6595;2.8061;0.4692;2.8714;2.53;2.6847;4.2423;1.3604;3.6627;4.8066;0.1374;3.2181;0.1659;0.57;3.456;0.4477;0.4364
20171109;0.1101;3.6466;2.7971;0.4676;2.8659;2.5374;2.6781;4.2308;1.3545;3.6427;4.7752;0.1374;3.2137;0.1658;0.5684;3.5286;0.4474;0.4352
20171110;0.1095;3.6274;2.7848;0.465;2.8625;2.5203;2.6674;4.2299;1.3553;3.6539;4.7709;0.1368;3.1997;0.1657;0.5685;3.5074;0.4468;0.4339
20171113;0.11;3.6382;2.7813;0.4664;2.8631;2.5132;2.6711;4.2352;1.3574;3.6468;4.7576;0.1374;3.2091;0.1657;0.5691;3.506;0.4463;0.4339
20171114;0.1092;3.6126;2.7555;0.463;2.8351;2.4791;2.6537;4.2332;1.3582;3.6313;4.7317;0.1362;3.1749;0.1655;0.5689;3.4927;0.4417;0.4288
20171115;0.1087;3.5886;2.7238;0.4597;2.8209;2.474;2.6458;4.2487;1.3622;3.6382;4.7148;0.1355;3.1811;0.1657;0.5709;3.4683;0.4361;0.4264
20171116;0.1091;3.5958;2.7309;0.4605;2.8187;2.4639;2.6509;4.2346;1.3572;3.6266;4.7401;0.1358;3.1761;0.1657;0.569;3.4738;0.4384;0.4275
20171117;0.1095;3.5965;2.7161;0.4605;2.8198;2.4437;2.6508;4.2419;1.3593;3.6266;4.7662;0.1358;3.1958;0.1659;0.57;3.4798;0.4388;0.4282
20171120;0.1096;3.5909;2.7172;0.4597;2.8134;2.4538;2.649;4.2351;1.356;3.6308;4.7671;0.1356;3.2026;0.1656;0.5691;3.4742;0.4348;0.4256
20171121;0.1101;3.606;2.7282;0.4616;2.8153;2.457;2.6606;4.2296;1.3531;3.6313;4.7738;0.1362;3.2075;0.1656;0.5684;3.4754;0.4358;0.4238
20171122;0.1096;3.5881;2.7123;0.4594;2.809;2.4506;2.6534;4.2183;1.3462;3.626;4.7546;0.1344;3.2008;0.1655;0.5668;3.4661;0.4372;0.4263
20171123;0.1088;3.5557;2.7113;0.4553;2.8015;2.4509;2.6412;4.2108;1.3442;3.6245;4.731;0.1324;3.1958;0.1652;0.5658;3.4206;0.437;0.4273
20171124;0.1086;3.5486;2.7;0.4545;2.7844;2.4377;2.6348;4.2116;1.3496;3.616;4.7295;0.132;3.1845;0.1656;0.5659;3.4324;0.4356;0.4274
